# Step   Time     sin1        cos1        sin2        cos2        h1          h2 
4434  44.3400   -0.259646    0.965704   -0.962497   -0.271291    0.034296    1.305587
4435  44.3500   -0.224603    0.974450   -0.959375   -0.282133    0.025550    1.307683
4436  44.3600   -0.189030    0.981971   -0.956798   -0.290754    0.018029    1.308783
4437  44.3700   -0.152932    0.988237   -0.954832   -0.297146    0.011763    1.308909
4438  44.3800   -0.116321    0.993212   -0.953531   -0.301294    0.006788    1.308082
4439  44.3900   -0.079219    0.996857   -0.952933   -0.303180    0.003143    1.306323
4440  44.4000   -0.041656    0.999132   -0.953061   -0.302779    0.000868    1.303647
4441  44.4100   -0.003676    0.999993   -0.953919   -0.300065    0.000007    1.300071
4442  44.4200    0.034668    0.999399   -0.955495   -0.295006    0.000601    1.295607
4443  44.4300    0.073310    0.997309   -0.957759   -0.287572    0.002691    1.290262
4444  44.4400    0.112172    0.993689   -0.960659   -0.277731    0.006311    1.284043
4445  44.4500    0.151165    0.988509   -0.964123   -0.265457    0.011491    1.276948
4446  44.4600    0.190187    0.981748   -0.968059   -0.250723    0.018252    1.268975
4447  44.4700    0.229126    0.973397   -0.972354   -0.233514    0.026603    1.260117
4448  44.4800    0.267861    0.963458   -0.976873   -0.213819    0.036542    1.250362
4449  44.4900    0.306262    0.951947   -0.981465   -0.191642    0.048053    1.239695
4450  44.5000    0.344194    0.938899   -0.985957   -0.167000    0.061101    1.228101
4451  44.5100    0.381516    0.924362   -0.990162   -0.139924    0.075638    1.215562
4452  44.5200    0.418088    0.908407   -0.993880   -0.110466    0.091593    1.202060
4453  44.5300    0.453769    0.891119   -0.996898   -0.078699    0.108881    1.187579
4454  44.5400    0.488423    0.872607   -0.999000   -0.044716    0.127393    1.172108
4455  44.5500    0.521920    0.852995   -0.999963   -0.008633    0.147005    1.155639
4456  44.5600    0.554139    0.832424   -0.999568    0.029407    0.167576    1.138169
4457  44.5700    0.584972    0.811054   -0.997600    0.069241    0.188946    1.119705
4458  44.5800    0.614322    0.789056   -0.993856    0.110682    0.210944    1.100263
4459  44.5900    0.642109    0.766613   -0.988145    0.153521    0.233387    1.079866
4460  44.6000    0.668271    0.743918   -0.980297    0.197532    0.256082    1.058550
4461  44.6100    0.692758    0.721170   -0.970159    0.242471    0.278830    1.036359
4462  44.6200    0.715543    0.698568   -0.957605    0.288085    0.301432    1.013347
4463  44.6300    0.736613    0.676315   -0.942535    0.334109    0.323685    0.989577
4464  44.6400    0.755970    0.654607   -0.924874    0.380275    0.345393    0.965119
4465  44.6500    0.773632    0.633635   -0.904575    0.426315    0.366365    0.940050
4466  44.6600    0.789630    0.613584   -0.881616    0.471967    0.386416    0.914450
4467  44.6700    0.804003    0.594625   -0.856002    0.516972    0.405375    0.888403
4468  44.6800    0.816802    0.576919   -0.827757    0.561087    0.423081    0.861995
4469  44.6900    0.828078    0.560613   -0.796925    0.604078    0.439387    0.835309
4470  44.7000    0.837890    0.545840   -0.763565    0.645731    0.454160    0.808429
4471  44.7100    0.846292    0.532719   -0.727748    0.685845    0.467281    0.781437
4472  44.7200    0.853340    0.521355   -0.689552    0.724236    0.478645    0.754409
4473  44.7300    0.859082    0.511839   -0.649059    0.760738    0.488161    0.727423
4474  44.7400    0.863558    0.504250   -0.606350    0.795198    0.495750    0.700552
4475  44.7500    0.866800    0.498657   -0.561502    0.827475    0.501343    0.673868
4476  44.7600    0.868827    0.495116   -0.514584    0.857440    0.504884    0.647444
4477  44.7700    0.869644    0.493679   -0.465656    0.884966    0.506321    0.621356
4478  44.7800    0.869242    0.494387   -0.414763    0.909929    0.505613    0.595684
4479  44.7900    0.867590    0.497280   -0.361936    0.932203    0.502720    0.570517
4480  44.8000    0.864640    0.502393   -0.307186    0.951650    0.497607    0.545958
4481  44.8100    0.860317    0.509759   -0.250508    0.968115    0.490241    0.522126
4482  44.8200    0.854524    0.519412   -0.191876    0.981419    0.480588    0.499168
4483  44.8300    0.847129    0.531387   -0.131243    0.991350    0.468613    0.477263
4484  44.8400    0.837969    0.545717   -0.068546    0.997648    0.454283    0.456635
4485  44.8500    0.826840    0.562438   -0.003708    0.999993    0.437562    0.437569
4486  44.8600    0.813491    0.581577    0.063355    0.997991    0.418423    0.420432
4487  44.8700    0.797627    0.603152    0.132712    0.991155    0.396848    0.405694
4488  44.8800    0.778900    0.627148    0.204385    0.978891    0.372852    0.393961
4489  44.8900    0.756935    0.653491    0.278284    0.960499    0.346509    0.386010
4490  44.9000    0.731360    0.681992    0.354110    0.935204    0.318008    0.382804
4491  44.9100    0.701903    0.712272    0.431192    0.902260    0.287728    0.385467
4492  44.9200    0.668546    0.743671    0.508311    0.861173    0.256329    0.395156
4493  44.9300    0.631707    0.775207    0.583621    0.812026    0.224793    0.412766
4494  44.9400    0.592334    0.805692    0.654857    0.755753    0.194308    0.438555
4495  44.9500    0.551743    0.834014    0.719901    0.694077    0.165986    0.471910
4496  44.9600    0.511246    0.859435    0.777363    0.629052    0.140565    0.511513
4497  44.9700    0.471837    0.881686    0.826775    0.562532    0.118314    0.555782
4498  44.9800    0.434108    0.900861    0.868383    0.495893    0.099139    0.603246
4499  44.9900    0.398322    0.917246    0.902813    0.430034    0.082754    0.652720
4500  45.0000    0.364536    0.931189    0.930814    0.365492    0.068811    0.703318
4501  45.0100    0.332694    0.943035    0.953128    0.302567    0.056965    0.754398
4502  45.0200    0.302687    0.953090    0.970422    0.241414    0.046910    0.805496
4503  45.0300    0.274387    0.961619    0.983280    0.182102    0.038381    0.856279
4504  45.0400    0.247663    0.968846    0.992201    0.124651    0.031154    0.906503
4505  45.0500    0.222388    0.974958    0.997613    0.069053    0.025042    0.955989
4506  45.0600    0.198445    0.980112    0.999883    0.015285    0.019888    1.004603
4507  45.0700    0.175728    0.984439    0.999327   -0.036682    0.015561    1.052243
4508  45.0800    0.154137    0.988049    0.996219   -0.086882    0.011951    1.098832
4509  45.0900    0.133585    0.991037    0.990798   -0.135349    0.008963    1.144312
4510  45.1000    0.113988    0.993482    0.983277   -0.182118    0.006518    1.188636
4511  45.1100    0.095274    0.995451    0.973843   -0.227222    0.004549    1.231771
4512  45.1200    0.077374    0.997002    0.962666   -0.270691    0.002998    1.273689
4513  45.1300    0.060225    0.998185    0.949899   -0.312557    0.001815    1.314372
4514  45.1400    0.043769    0.999042    0.935681   -0.352848    0.000958    1.353807
4515  45.1500    0.027952    0.999609    0.920139   -0.391593    0.000391    1.391983
4516  45.1600    0.012724    0.999919    0.903391   -0.428817    0.000081    1.428898
4517  45.1700   -0.001962    0.999998    0.885548   -0.464548    0.000002    1.464550
4518  45.1800   -0.016150    0.999870    0.866710   -0.498812    0.000130    1.498942
4519  45.1900   -0.029882    0.999553    0.846974   -0.531634    0.000447    1.532081
4520  45.2000   -0.043195    0.999067    0.826429   -0.563041    0.000933    1.563974
4521  45.2100   -0.056126    0.998424    0.805159   -0.593059    0.001576    1.594635
4522  45.2200   -0.068709    0.997637    0.783244   -0.621714    0.002363    1.624078
4523  45.2300   -0.080973    0.996716    0.760758   -0.649036    0.003284    1.652319
4524  45.2400   -0.092949    0.995671    0.737771   -0.675051    0.004329    1.679381
4525  45.2500   -0.104662    0.994508    0.714347   -0.699791    0.005492    1.705283
4526  45.2600   -0.116136    0.993233    0.690548   -0.723286    0.006767    1.730053
4527  45.2700   -0.127391    0.991853    0.666428   -0.745569    0.008147    1.753716
4528  45.2800   -0.138444    0.990370    0.642038   -0.766673    0.009630    1.776302
4529  45.2900   -0.149312    0.988790    0.617422   -0.786632    0.011210    1.797842
4530  45.3000   -0.160004    0.987116    0.592619   -0.805483    0.012884    1.818366
4531  45.3100   -0.170530    0.985352    0.567663   -0.823261    0.014648    1.837909
4532  45.3200   -0.180894    0.983503    0.542579   -0.840005    0.016497    1.856502
4533  45.3300   -0.191097    0.981571    0.517389   -0.855750    0.018429    1.874179
4534  45.3400   -0.201138    0.979563    0.492106   -0.870535    0.020437    1.890972
4535  45.3500   -0.211012    0.977483    0.466739   -0.884395    0.022517    1.906912
4536  45.3600   -0.220710    0.975339    0.441288   -0.897366    0.024661    1.922026
4537  45.3700   -0.230222    0.973138    0.415750   -0.909479    0.026862    1.936341
4538  45.3800   -0.239535    0.970888    0.390114   -0.920767    0.029112    1.949879
4539  45.3900   -0.248634    0.968597    0.364366   -0.931256    0.031403    1.962658
4540  45.4000   -0.257503    0.966277    0.338489   -0.940970    0.033723    1.974693
4541  45.4100   -0.266125    0.963938    0.312460   -0.949931    0.036062    1.985992
4542  45.4200   -0.274484    0.961592    0.286256   -0.958153    0.038408    1.996562
4543  45.4300   -0.282561    0.959249    0.259851   -0.965649    0.040751    2.006399
4544  45.4400   -0.290342    0.956923    0.233221   -0.972424    0.043077    2.015501
4545  45.4500   -0.297813    0.954624    0.206341   -0.978480    0.045376    2.023856
4546  45.4600   -0.304959    0.952365    0.179187   -0.983815    0.047635    2.031450
4547  45.4700   -0.311772    0.950157    0.151740   -0.988420    0.049843    2.038263
4548  45.4800   -0.318242    0.948010    0.123981   -0.992285    0.051990    2.044275
4549  45.4900   -0.324364    0.945932    0.095895   -0.995391    0.054068    2.049459
4550  45.5000   -0.330134    0.943934    0.067472   -0.997721    0.056066    2.053787
4551  45.5100   -0.335553    0.942021    0.038705   -0.999251    0.057979    2.057229
4552  45.5200   -0.340622    0.940200    0.009592   -0.999954    0.059800    2.059754
4553  45.5300   -0.345347    0.938475   -0.019866   -0.999803    0.061525    2.061328
4554  45.5400   -0.349734    0.936849   -0.049660   -0.998766    0.063151    2.061917
4555  45.5500   -0.353793    0.935324   -0.079782   -0.996812    0.064676    2.061489
4556  45.5600   -0.357537    0.933899   -0.110215   -0.993908    0.066101    2.060009
4557  45.5700   -0.360977    0.932575   -0.140941   -0.990018    0.067425    2.057443
4558  45.5800   -0.364131    0.931348   -0.171937   -0.985108    0.068652    2.053760
4559  45.5900   -0.367016    0.930215   -0.203176   -0.979142    0.069785    2.048928
4560  45.6000   -0.369650    0.929171   -0.234628   -0.972085    0.070829    2.042914
4561  45.6100   -0.372055    0.928211   -0.266259   -0.963902    0.071789    2.035691
4562  45.6200   -0.374251    0.927327   -0.298032   -0.954556    0.072673    2.027229
4563  45.6300   -0.376262    0.926513   -0.329906   -0.944014    0.073487    2.017500
4564  45.6400   -0.378112    0.925760   -0.361840   -0.932240    0.074240    2.006481
4565  45.6500   -0.379827    0.925058   -0.393786   -0.919202    0.074942    1.994145
4566  45.6600   -0.381433    0.924397   -0.425696   -0.904866    0.075603    1.980470
4567  45.6700   -0.382957    0.923766   -0.457517   -0.889201    0.076234    1.965434
4568  45.6800   -0.384428    0.923155   -0.489196   -0.872174    0.076845    1.949019
4569  45.6900   -0.385875    0.922551   -0.520674   -0.853755    0.077449    1.931204
4570  45.7000   -0.387330    0.921941   -0.551892   -0.833916    0.078059    1.911974
4571  45.7100   -0.388823    0.921313   -0.582785   -0.812626    0.078687    1.891313
4572  45.7200   -0.390387    0.920651   -0.613289   -0.789859    0.079349    1.869208
4573  45.7300   -0.392055    0.919942   -0.643333   -0.765587    0.080058    1.845645
4574  45.7400   -0.393863    0.919169   -0.672844   -0.739784    0.080831    1.820615
4575  45.7500   -0.395845    0.918317   -0.701747   -0.712426    0.081683    1.794109
4576  45.7600   -0.398040    0.917368   -0.729962   -0.683487    0.082632    1.766119
4577  45.7700   -0.400484    0.916304   -0.757405   -0.652945    0.083696    1.736641
4578  45.7800   -0.403218    0.915104   -0.783988   -0.620776    0.084896    1.705672
4579  45.7900   -0.406282    0.913748   -0.809618   -0.586957    0.086252    1.673209
4580  45.8000   -0.409719    0.912212   -0.834196   -0.551468    0.087788    1.639256
4581  45.8100   -0.413572    0.910471   -0.857619   -0.514285    0.089529    1.603814
4582  45.8200   -0.417888    0.908499   -0.879776   -0.475389    0.091501    1.566891
4583  45.8300   -0.422715    0.906263   -0.900547   -0.434758    0.093737    1.528496
4584  45.8400   -0.428102    0.903730   -0.919807   -0.392372    0.096270    1.488642
4585  45.8500   -0.434102    0.900864   -0.937416   -0.348210    0.099136    1.447347
4586  45.8600   -0.440771    0.897620   -0.953228   -0.302252    0.102380    1.404632
4587  45.8700   -0.448166    0.893950   -0.967078   -0.254478    0.106050    1.360528
4588  45.8800   -0.456348    0.889801   -0.978789   -0.204870    0.110199    1.315068
4589  45.8900   -0.465383    0.885109   -0.988163   -0.153409    0.114891    1.268300
4590  45.9000   -0.475338    0.879803   -0.994979   -0.100081    0.120197    1.220278
4591  45.9100   -0.486285    0.873800   -0.998993   -0.044877    0.126200    1.171076
4592  45.9200   -0.498297    0.867006   -0.999925    0.012207    0.132994    1.120786
4593  45.9300   -0.511451    0.859312   -0.997465    0.071161    0.140688    1.069527
4594  45.9400   -0.525822    0.850595   -0.991256    0.131954    0.149405    1.017451
4595  45.9500   -0.541478    0.840715   -0.980898    0.194523    0.159285    0.964762
4596  45.9600   -0.558476    0.829520   -0.965943    0.258756    0.170480    0.911724
4597  45.9700   -0.576846    0.816853   -0.945900    0.324458    0.183147    0.858689
4598  45.9800   -0.596570    0.802561   -0.920256    0.391318    0.197439    0.806121
4599  45.9900   -0.617550    0.786531   -0.888516    0.458846    0.213469    0.754623
4600  46.0000   -0.639573    0.768730   -0.850288    0.526318    0.231270    0.704952
4601  46.0100   -0.662265    0.749269   -0.805403    0.592728    0.250731    0.658003
4602  46.0200   -0.685082    0.728466   -0.754060    0.656805    0.271534    0.614728
4603  46.0300   -0.707346    0.706867   -0.696924    0.717145    0.293133    0.575988
4604  46.0400   -0.728362    0.685192   -0.635087    0.772440    0.314808    0.542368
